ID,step,angle,time,nest_x,nest_y,nu.x,nu.y,se.mu.x,se.nu.x,se.mu.y,se.nu.y,speed,tod,dist2nest,x,y,hour
44067,12.5920377915182,-2.32623472995627,22-06-24 00:39:24,505925.125596706,5330513.00106142,0.0939583518883039,-15.2443115630858,0,4444.17382648339,0,4444.17382648339,15.2446011166026,0.65,20.5684249964813,505944.034415724,5330504.90682457,0
44067,0.0399345820161625,-0.799475573849152,22-06-24 00:54:21.999992,505925.125596706,5330513.00106142,-3.25256856763313,71.6738471235942,2.44948974278318,4448.9730275649,2.44948974278318,4448.9730275649,71.7476101607817,0.9,9.53074182769747,505934.651507832,5330513.30447039,0
44067,21.4222677206879,-0.531353932199021,22-06-24 00:54:24,505925.125596706,5330513.00106142,-2.67925389202651,71.968384633062,0,4449.06630654118,0,4449.06630654118,72.0182392738832,0.9,9.53044858400126,505934.649859868,5330513.34437095,0
44067,0.0176689282443153,-0.799427744382905,22-06-24 01:09:21.999992,505925.125596706,5330513.00106142,30.6957380329994,9.25338246332653,2.44948974278318,4447.23352208988,2.44948974278318,4447.23352208988,32.0601531562643,1.15,27.4734912557609,505944.733162836,5330532.24517928,1
44067,15.747970730496,-2.04601353530373,22-06-24 01:09:24,505925.125596706,5330513.00106142,30.4119201965978,8.40288301341586,0,4447.27928063889,0,4447.27928063889,31.5514394755831,1.15,27.4890427318627,505944.750137328,5330532.25008414,1
44067,0.0586003886967962,-0.653391582133361,22-06-24 01:24:19.999992,505925.125596706,5330513.00106142,-78.7221760989587,-69.9104641156885,0,4451.77672396089,0,4451.77672396089,105.283683458675,1.4,17.0185387056523,505941.715329332,5330516.79730049,1
44067,25.5768619799812,-0.375069626387928,22-06-24 01:24:21.999992,505925.125596706,5330513.00106142,-79.3934534726723,-69.7454228518045,2.44948974278318,4451.84388764925,2.44948974278318,4451.84388764925,105.677549475252,1.4,16.9670937214153,505941.671407978,5330516.75850719,1
44067,0.0960690746010515,-2.57072418947524,22-06-24 01:39:21.999992,505925.125596706,5330513.00106142,27.1248713889835,37.9060797181844,8.60232526704263,4455.34712452352,8.60232526704263,4455.34712452352,46.611474204001,1.65,8.99507232133481,505917.6312951,5330508.02644892,1
44067,38.7667802115255,-0.343807876883337,22-06-24 01:39:29,505925.125596706,5330513.00106142,32.8236471804039,40.6807057431169,0,4456.2698526907,0,4456.2698526907,52.2715183822099,1.65,8.90434477008512,505917.689550749,5330508.10283967,1
44067,0.0716857222522707,0.275459735068029,22-06-24 01:54:21.999992,505925.125596706,5330513.00106142,19.5802762414843,19.2025611160465,14.6628782986152,4448.68047852394,14.6628782986152,4448.68047852394,27.4249078596143,1.9,29.862719023235,505950.212390903,5330529.20089921,1
44067,33.3543947429017,2.70664745319089,22-06-24 01:54:34,505925.125596706,5330513.00106142,8.68104825520257,13.084239648887,0,4451.39113087134,0,4451.39113087134,15.7021630993523,1.9,29.9316677831823,505950.2596521,5330529.25479932,1
